user_id,watch_time_hours,avg_session_mins,top_genres,total_sessions,weekend_ratio,completion_rate
USR-2329,32.21,66.95,Drama,44,0.9,0.9
USR-2330,39.62,81.78,Drama,64,0.58,0.87
USR-2331,42.92,80.64,Romance,30,0.3,1.0
USR-2332,58.31,74.59,Drama,74,0.44,0.94
USR-2333,51.91,78.15,Romance,56,0.61,0.96
USR-2334,48.91,65.27,Drama,38,0.45,0.98
USR-2335,45.89,76.34,Drama,31,0.55,0.85
USR-2336,48.37,79.25,Drama,70,0.59,0.85
USR-2337,49.28,90.5,"Drama,Romance",54,0.37,0.83
USR-2338,41.55,79.9,Drama,58,0.59,0.79
USR-2339,48.8,79.03,"Romance,Drama",74,0.54,0.85
USR-2340,39.13,76.25,"Drama,Romance",25,0.43,0.79
USR-2341,52.2,60.43,"Drama,Romance",56,0.55,0.89
USR-2342,55.32,75.11,"Romance,Drama",37,0.38,0.94
USR-2343,35.38,61.66,"Romance,Drama",73,0.45,0.81
USR-2344,52.72,82.33,"Romance,Drama",57,0.57,0.89
USR-2345,48.47,76.81,Drama,62,0.47,0.99
USR-2346,30.0,92.47,"Drama,Romance",34,0.82,0.77
USR-2347,52.13,64.85,Romance,54,0.51,0.84
USR-2348,42.17,76.59,Drama,66,0.47,0.73
USR-2349,42.74,88.94,"Drama,Romance",45,0.49,0.83
USR-2350,51.56,71.41,"Romance,Drama",56,0.53,0.87
USR-2351,59.21,72.46,Drama,52,0.3,0.9
USR-2352,39.62,79.99,Drama,81,0.52,0.8
USR-2353,48.02,72.83,"Romance,Drama",44,0.41,0.79
USR-2354,51.49,83.07,Drama,55,0.26,0.77
USR-2355,36.28,72.4,"Romance,Drama",66,0.44,0.93
USR-2356,56.51,63.12,"Drama,Romance",48,0.27,0.87
USR-2357,42.5,70.18,"Romance,Drama",56,0.27,1.0
USR-2358,35.89,71.1,"Drama,Romance",54,0.67,1.0
USR-2359,38.72,77.82,"Drama,Romance",61,0.39,0.98
USR-2360,38.72,72.98,"Drama,Romance",48,0.6,0.83
USR-2361,54.97,90.08,Drama,85,0.43,1.0
USR-2362,44.03,61.65,"Drama,Romance",51,0.62,0.93
USR-2363,52.39,74.04,Romance,49,0.53,0.81
USR-2364,55.66,68.29,Drama,68,0.48,0.87
USR-2365,38.51,58.38,Drama,51,0.53,0.96
USR-2366,42.66,66.06,"Romance,Drama",37,0.76,0.97
USR-2367,42.44,76.88,"Romance,Drama",62,0.75,0.91
USR-2368,50.85,71.11,"Drama,Romance",38,0.56,0.82
USR-2369,42.56,74.05,Romance,55,0.68,0.85
USR-2370,43.66,62.04,"Drama,Romance",46,0.51,0.92
USR-2371,48.29,81.1,"Drama,Romance",53,0.67,0.85
USR-2372,51.32,82.35,"Romance,Drama",57,0.5,0.83
USR-2373,56.83,61.09,"Romance,Drama",60,0.24,0.82
USR-2374,49.09,77.69,"Drama,Romance",69,0.39,0.86
USR-2375,39.49,74.12,Drama,27,0.56,0.89
USR-2376,41.36,59.43,"Romance,Drama",62,0.43,0.73
USR-2377,39.04,74.91,"Romance,Drama",46,0.47,1.0
USR-2378,33.73,91.42,Drama,56,0.63,0.83
USR-2379,55.55,59.79,Romance,50,0.39,1.0
USR-2380,49.14,79.52,"Drama,Romance",68,0.39,0.68
USR-2381,54.6,71.42,Romance,57,0.47,0.88
USR-2382,38.66,60.52,"Drama,Romance",63,0.25,0.95
USR-2383,50.1,69.81,"Romance,Drama",67,0.53,0.85
USR-2384,53.21,79.82,"Romance,Drama",46,0.51,0.86
USR-2385,36.47,83.78,"Romance,Drama",70,0.33,0.92
USR-2386,41.38,88.55,"Drama,Romance",45,0.43,0.95
USR-2387,32.6,100.02,Romance,57,0.33,0.79
USR-2388,50.21,79.07,Romance,53,0.68,0.95
USR-2389,51.3,73.25,"Drama,Romance",82,0.29,0.94
USR-2390,58.48,71.08,"Romance,Drama",65,0.67,0.98
USR-2391,53.91,77.11,"Romance,Drama",50,0.64,0.9
USR-2392,49.34,77.81,Romance,35,0.54,0.8
USR-2393,43.54,72.78,Drama,65,0.55,0.79
USR-2394,56.35,92.33,"Romance,Drama",56,0.58,0.85
USR-2395,47.68,79.01,"Drama,Romance",61,0.48,0.88
USR-2396,52.79,95.11,Romance,38,0.69,0.87
USR-2397,52.36,79.83,"Drama,Romance",37,0.6,1.0
USR-2398,50.98,75.84,"Romance,Drama",59,0.29,0.74
USR-2399,48.79,66.07,"Drama,Romance",62,0.52,0.92
USR-2400,40.0,71.21,"Romance,Drama",57,0.52,0.71
USR-2401,33.08,76.16,"Drama,Romance",49,0.48,0.9
USR-2402,31.9,59.88,"Romance,Drama",47,0.34,0.76
USR-2403,57.04,81.16,"Romance,Drama",56,0.63,1.0
USR-2404,40.8,73.11,Romance,51,0.67,0.8
USR-2405,50.1,80.94,Drama,62,0.44,0.83
USR-2406,55.52,69.52,Romance,58,0.22,0.9
USR-2407,55.38,86.39,"Romance,Drama",54,0.43,0.96
USR-2408,47.41,74.47,"Romance,Drama",64,0.74,0.85
USR-2409,42.02,63.06,"Romance,Drama",50,0.67,0.97
USR-2410,44.71,67.39,Drama,66,0.6,1.0
USR-2411,42.29,66.08,Drama,63,0.39,0.71
USR-2412,42.82,74.57,"Romance,Drama",51,0.68,0.86
USR-2413,48.63,72.65,Drama,70,0.68,0.81
USR-2414,37.35,78.47,"Drama,Romance",62,0.39,0.88
USR-2415,45.46,60.8,"Drama,Romance",60,0.62,0.89
USR-2416,48.48,74.76,Romance,63,0.51,0.89
USR-2417,59.23,81.77,"Romance,Drama",58,0.4,0.95
USR-2418,35.75,64.27,"Drama,Romance",59,0.36,0.9
USR-2419,51.5,69.38,Romance,63,0.5,0.84
USR-2420,35.88,86.78,"Romance,Drama",62,0.51,0.89
USR-2421,38.41,71.05,"Drama,Romance",50,0.52,0.84
USR-2422,51.02,90.82,"Drama,Romance",45,0.39,0.87
USR-2423,56.62,69.26,"Drama,Romance",35,0.23,0.9
USR-2424,47.02,70.17,"Romance,Drama",35,0.37,0.9
USR-2425,37.32,78.25,Romance,67,0.51,0.74
USR-2426,43.74,78.17,"Drama,Romance",51,0.31,0.86
USR-2427,44.92,87.88,Romance,66,0.44,1.0
USR-2428,49.22,77.05,Romance,53,0.62,0.86
USR-2429,38.89,65.52,Romance,41,0.81,0.92
USR-2430,48.28,64.48,"Drama,Romance",62,0.4,0.84
USR-2431,46.99,66.32,"Romance,Drama",49,0.39,0.94
USR-2432,34.47,79.08,"Drama,Romance",63,0.39,0.72
USR-2433,51.23,88.82,Drama,75,0.56,0.79
USR-2434,45.07,63.93,"Drama,Romance",62,0.53,0.77
USR-2435,49.28,67.25,Romance,55,0.35,0.93
USR-2436,45.63,65.1,Romance,81,0.52,0.93
USR-2437,35.03,77.88,Romance,53,0.55,0.8
USR-2438,44.9,72.21,Drama,57,0.39,0.92
USR-2439,32.4,79.73,Drama,51,0.66,0.79
USR-2440,43.32,82.58,"Romance,Drama",51,0.46,0.86
USR-2441,43.75,83.12,Drama,63,0.27,0.85
USR-2442,48.22,78.8,Drama,72,0.73,0.85
USR-2443,35.98,67.98,Drama,58,0.49,0.93
USR-2444,44.33,71.23,"Drama,Romance",71,0.75,0.85
USR-2445,34.46,72.32,"Drama,Romance",73,0.43,1.0
USR-2446,52.69,72.61,"Romance,Drama",33,0.48,0.88
USR-2447,49.55,64.78,Drama,46,0.62,0.94
USR-2448,54.05,78.49,Romance,31,0.65,0.87
USR-2449,54.78,71.56,Drama,59,0.31,0.68
USR-2450,47.12,72.07,"Drama,Romance",43,0.47,0.81
USR-2451,49.51,72.07,Romance,57,0.74,0.8
USR-2452,52.61,74.43,"Romance,Drama",63,0.38,0.86
USR-2453,35.6,73.0,"Romance,Drama",54,0.56,0.88
USR-2454,56.1,80.97,"Drama,Romance",54,0.4,0.96
USR-2455,34.72,76.21,Romance,70,0.49,0.86
USR-2456,52.73,77.8,Romance,41,0.53,0.88
USR-2457,44.72,65.96,"Drama,Romance",52,0.48,0.76
USR-2458,54.64,73.08,Romance,55,0.35,0.93
USR-2459,59.13,68.8,"Drama,Romance",72,0.61,0.95
USR-2460,42.1,59.62,"Romance,Drama",72,0.32,0.9
USR-2461,33.27,64.51,"Drama,Romance",53,0.74,0.87
USR-2462,48.27,86.38,"Romance,Drama",50,0.4,0.89
USR-2463,34.6,67.95,"Romance,Drama",63,0.45,0.79
USR-2464,55.61,84.95,"Drama,Romance",56,0.43,0.8
USR-2465,43.68,73.0,"Drama,Romance",50,0.65,0.94
USR-2466,56.34,65.08,Romance,50,0.57,0.95
USR-2467,46.89,67.44,"Drama,Romance",77,0.58,0.96
USR-2468,43.57,74.13,"Drama,Romance",65,0.63,0.92
USR-2469,47.4,71.95,Drama,28,0.29,0.93
USR-2470,46.11,79.45,"Romance,Drama",55,0.62,0.93
USR-2471,53.19,88.45,Romance,57,0.54,0.76
USR-2472,42.01,72.26,"Romance,Drama",67,0.36,0.88
USR-2473,39.82,82.43,Romance,52,0.43,0.84
USR-2474,49.13,79.93,"Drama,Romance",57,0.49,0.88
USR-2475,49.33,71.48,Romance,71,0.68,0.84
USR-2476,45.23,80.04,Romance,67,0.46,0.94
USR-2477,51.27,70.51,"Romance,Drama",41,0.51,0.93
USR-2478,37.37,83.94,Romance,50,0.43,0.98
USR-2479,41.49,84.52,"Romance,Drama",53,0.44,0.86
USR-2480,48.5,72.46,"Drama,Romance",54,0.52,0.79
USR-2481,44.11,72.82,Drama,53,0.74,0.8
USR-2482,32.44,79.56,Drama,59,0.72,0.76
USR-2483,43.41,94.97,Romance,74,0.43,0.84
USR-2484,43.88,63.91,"Drama,Romance",34,0.43,0.97
USR-2485,40.43,75.26,"Romance,Drama",57,0.63,0.76
USR-2486,39.07,84.92,Drama,61,0.65,0.73
USR-2487,49.82,82.11,Drama,44,0.44,0.9
USR-2488,44.59,82.45,"Drama,Romance",36,0.42,0.84
USR-2489,46.12,59.58,"Romance,Drama",54,0.6,0.89
USR-2490,45.01,84.59,Romance,39,0.72,0.91
USR-2491,44.97,76.22,Romance,64,0.49,0.88
USR-2492,37.7,71.3,Drama,45,0.57,0.89
USR-2493,53.94,76.65,Drama,45,0.75,0.85
USR-2494,36.14,75.97,Romance,49,0.39,0.85
USR-2495,45.85,84.11,"Drama,Romance",31,0.72,0.93
USR-2496,40.25,65.6,Romance,63,0.15,0.78
USR-2497,52.5,87.18,Romance,42,0.65,0.83
USR-2498,32.0,70.18,"Romance,Drama",59,0.51,0.8
USR-2499,49.23,79.87,Romance,57,0.15,0.91
USR-2500,48.94,74.18,Romance,65,0.52,0.8
USR-2501,42.82,59.97,"Romance,Drama",45,0.39,0.89
USR-2502,38.03,77.79,"Romance,Drama",65,0.76,0.92
USR-2503,52.68,84.99,"Drama,Romance",57,0.65,1.0
USR-2504,38.85,83.7,Romance,53,0.33,0.87
USR-2505,37.12,70.54,"Drama,Romance",49,0.44,0.89
USR-2506,33.89,60.99,"Drama,Romance",59,0.58,0.86
USR-2507,40.12,91.36,Romance,48,0.63,0.92
USR-2508,44.6,86.52,"Drama,Romance",52,0.51,0.95
USR-2509,47.45,66.15,Drama,55,0.48,0.91
USR-2510,51.62,79.48,"Romance,Drama",51,0.56,1.0
USR-2511,46.65,64.66,"Romance,Drama",62,0.61,0.85
USR-2512,48.32,86.82,"Drama,Romance",71,0.25,0.8
USR-2513,54.42,77.86,"Romance,Drama",51,0.7,0.96
USR-2514,48.77,60.45,Drama,54,0.46,0.84
USR-2515,49.99,57.98,"Romance,Drama",50,0.52,0.88
USR-2516,37.99,62.67,Drama,42,0.55,0.93
USR-2517,58.65,67.79,Romance,53,0.73,0.86
USR-2518,45.77,75.53,"Romance,Drama",63,0.55,0.91
USR-2519,43.71,72.16,"Drama,Romance",63,0.44,0.75
USR-2520,44.45,79.61,"Drama,Romance",76,0.44,0.79
USR-2521,49.99,68.85,"Romance,Drama",54,0.36,0.92
USR-2522,42.97,62.98,"Drama,Romance",44,0.63,0.92
USR-2523,49.43,81.99,"Romance,Drama",65,0.5,0.8
USR-2524,41.41,56.19,Drama,79,0.46,0.84
USR-2525,43.23,76.07,"Romance,Drama",73,0.29,0.89
USR-2526,45.19,81.44,Romance,53,0.4,0.85
USR-2527,46.07,72.68,"Drama,Romance",72,0.24,0.82
USR-2528,41.85,70.57,"Drama,Romance",63,0.67,0.78
USR-2529,45.05,72.14,Drama,64,0.51,0.96
USR-2530,44.49,77.43,Romance,54,0.61,0.85
USR-2531,42.96,78.38,Romance,72,0.22,0.83
USR-2532,45.29,77.71,Drama,73,0.5,0.72
USR-2533,54.98,67.24,Romance,56,0.66,0.93
USR-2534,42.74,61.32,"Drama,Romance",58,0.65,0.85
USR-2535,58.9,70.81,"Romance,Drama",57,0.49,0.85
USR-2536,48.94,65.66,Drama,40,0.62,0.95
USR-2537,56.33,74.39,Drama,57,0.35,1.0
USR-2538,53.43,72.91,"Romance,Drama",63,0.44,0.72
USR-2539,37.68,71.58,Romance,66,0.46,0.9
USR-2540,35.9,90.63,Drama,69,0.63,0.76
USR-2541,60.98,84.61,"Romance,Drama",43,0.38,0.78
USR-2542,49.31,75.58,"Drama,Romance",53,0.35,1.0
USR-2543,41.18,82.68,"Drama,Romance",45,0.65,0.78
USR-2544,43.74,76.96,Drama,48,0.49,0.82
USR-2545,50.39,79.5,Drama,47,0.19,0.91
USR-2546,46.54,79.0,"Romance,Drama",52,0.84,0.82
USR-2547,38.95,65.48,"Romance,Drama",51,0.38,0.93
USR-2548,56.43,78.23,"Drama,Romance",56,0.48,0.78
USR-2549,44.5,74.57,Drama,50,0.42,0.84
USR-2550,30.0,77.65,Drama,44,0.47,0.82
USR-2551,43.21,64.58,Romance,36,0.54,0.97
USR-2552,34.19,77.67,Drama,61,0.3,0.77
USR-2553,44.79,74.57,Romance,43,0.49,0.93
USR-2554,43.57,55.0,Romance,70,0.65,0.96
USR-2555,47.63,95.77,Romance,37,0.57,0.89
USR-2556,50.77,69.51,"Romance,Drama",32,0.42,0.81
USR-2557,37.24,84.23,Romance,59,0.42,0.89
USR-2558,52.69,62.96,Romance,46,0.54,0.88
USR-2559,42.62,55.0,Drama,51,0.4,0.87
USR-2560,35.45,73.31,"Drama,Romance",72,0.51,0.81
USR-2561,51.51,60.84,Romance,52,0.46,0.92
USR-2562,45.78,76.83,Drama,57,0.48,0.86
USR-2563,46.21,74.7,Romance,57,0.73,0.91
USR-2564,55.79,79.46,Romance,32,0.72,0.84
USR-2565,47.4,71.56,"Romance,Drama",53,0.44,0.81
USR-2566,48.02,75.68,Drama,59,0.72,0.83
USR-2567,58.38,82.78,Drama,58,0.5,0.85
USR-2568,35.62,82.89,"Drama,Romance",45,0.43,0.86
USR-2569,45.76,72.03,"Romance,Drama",54,0.54,0.92
USR-2570,43.74,96.77,Drama,52,0.58,0.87
USR-2571,32.84,83.09,Drama,52,0.57,0.93
USR-2572,46.05,78.88,"Drama,Romance",45,0.33,0.99
USR-2573,54.49,63.71,Romance,39,0.45,0.92
USR-2574,45.5,76.33,"Drama,Romance",42,0.6,0.93
USR-2575,49.41,62.94,"Romance,Drama",45,0.46,0.88
USR-2576,35.69,69.84,Drama,59,0.33,0.78
USR-2577,42.85,92.56,"Romance,Drama",60,0.43,0.95
USR-2578,49.05,66.67,Romance,41,0.59,0.84
USR-2579,42.06,77.64,"Drama,Romance",46,0.67,0.84
USR-2580,47.08,64.32,"Romance,Drama",59,0.3,0.81
USR-2581,33.68,62.24,Drama,57,0.55,0.89
USR-2582,43.74,82.4,Drama,55,0.5,1.0
USR-2583,30.0,67.54,Drama,51,0.74,0.91
USR-2584,47.24,81.53,Drama,59,0.68,0.75
USR-2585,46.94,63.12,"Drama,Romance",57,0.75,0.75
USR-2586,41.49,81.4,"Drama,Romance",59,0.71,0.91
USR-2587,47.27,73.57,Romance,53,0.32,0.95
USR-2588,49.77,94.75,"Drama,Romance",42,0.26,0.91
USR-2589,45.83,79.51,"Drama,Romance",48,0.39,0.91
USR-2590,54.41,72.8,"Romance,Drama",57,0.5,0.86
USR-2591,51.48,70.66,Drama,45,0.43,0.87
USR-2592,34.49,58.81,Romance,47,0.39,0.96
USR-2593,40.19,67.69,Romance,80,0.66,0.96
USR-2594,54.76,65.01,Drama,40,0.33,0.83
USR-2595,35.39,66.98,Romance,58,0.54,0.81
USR-2596,51.14,68.25,Romance,53,0.59,0.93
USR-2597,41.37,64.09,"Drama,Romance",61,0.81,0.93
USR-2598,49.54,78.78,"Drama,Romance",42,0.44,0.95
USR-2599,56.94,74.73,"Romance,Drama",58,0.5,1.0
USR-2600,35.79,64.01,Romance,75,0.47,0.88
USR-2601,42.15,69.34,Romance,53,0.45,0.9
USR-2602,37.61,85.27,Drama,65,0.59,0.87
USR-2603,40.69,66.61,Romance,74,0.64,0.95
USR-2604,48.77,63.94,Romance,54,0.67,1.0
USR-2605,60.72,76.99,Romance,57,0.65,0.82
USR-2606,51.97,79.89,"Drama,Romance",58,0.61,0.95
USR-2607,46.9,68.13,"Drama,Romance",34,0.66,0.88
USR-2608,42.09,66.49,Drama,52,0.52,0.9
USR-2609,42.13,79.28,"Romance,Drama",62,0.39,0.88
USR-2610,46.93,76.81,Romance,65,0.39,0.87
USR-2611,59.1,55.46,"Romance,Drama",52,0.23,0.69
USR-2612,41.39,72.22,Romance,70,0.45,0.92
USR-2613,49.54,71.71,Drama,59,0.34,0.93
USR-2614,49.19,64.36,Drama,45,0.52,0.95
USR-2615,45.46,89.48,Drama,55,0.39,0.81
USR-2616,51.26,81.61,Romance,62,0.41,1.0
USR-2617,54.34,80.76,Drama,42,0.24,0.84
USR-2618,42.22,78.73,"Drama,Romance",57,0.41,0.81
USR-2619,32.49,70.52,Drama,72,0.53,0.93
USR-2620,34.76,84.75,Drama,70,0.65,0.84
USR-2621,40.19,84.09,Romance,47,0.52,0.98
USR-2622,40.22,83.01,Romance,45,0.62,0.81
USR-2623,41.47,87.13,Drama,64,0.51,0.79
USR-2624,49.44,67.57,Drama,76,0.52,1.0
USR-2625,50.44,81.53,Romance,57,0.46,0.74
USR-2626,45.38,81.41,"Romance,Drama",66,0.48,0.89
USR-2627,44.47,86.72,"Drama,Romance",51,0.45,0.93
USR-2628,60.89,75.11,Drama,52,0.51,0.83
USR-2629,48.07,79.1,Romance,60,0.57,0.74
USR-2630,50.78,67.96,"Romance,Drama",41,0.42,0.82
USR-2631,34.27,72.32,"Romance,Drama",56,0.54,0.95
USR-2632,59.36,61.72,Drama,54,0.45,0.86
USR-2633,40.69,78.91,Romance,66,0.57,0.95
USR-2634,43.67,68.09,Drama,42,0.32,1.0
USR-2635,56.32,79.36,"Romance,Drama",62,0.53,0.8
USR-2636,35.64,80.93,Drama,73,0.41,0.7
USR-2637,36.68,71.2,Drama,53,0.74,0.93
USR-2638,48.29,70.4,Romance,48,0.5,0.91
USR-2639,35.69,65.59,Drama,61,0.48,0.87
USR-2640,55.85,67.73,Romance,77,0.52,0.85
USR-2641,42.01,79.92,"Romance,Drama",85,0.43,0.94
USR-2642,33.94,71.48,Romance,53,0.52,0.87
USR-2643,45.39,78.63,Drama,56,0.33,0.91
USR-2644,38.23,66.3,Drama,51,0.44,0.79
USR-2645,33.29,67.69,Drama,52,0.61,0.83
USR-2646,39.81,76.04,Drama,68,0.47,0.79
USR-2647,47.28,73.23,Romance,55,0.37,0.84
USR-2648,35.44,74.69,Drama,67,0.59,0.83
USR-2649,41.66,94.32,Drama,58,0.48,0.68
USR-2650,49.76,87.67,Romance,56,0.55,0.78
USR-2651,55.32,82.68,Romance,47,0.47,0.87
USR-2652,50.12,87.58,Drama,68,0.6,0.82
USR-2653,47.79,86.33,"Romance,Drama",39,0.34,0.9
USR-2654,61.88,66.47,"Romance,Drama",51,0.72,1.0
USR-2655,50.1,79.38,"Drama,Romance",60,0.51,0.88
USR-2656,54.97,87.65,"Drama,Romance",36,0.66,0.88
USR-2657,43.3,61.37,"Drama,Romance",32,0.36,0.95
USR-2658,30.0,84.69,Drama,61,0.52,0.99
USR-2659,55.35,62.53,"Drama,Romance",47,0.51,0.84
USR-2660,39.86,82.6,Romance,40,0.38,0.95
USR-2661,48.13,56.58,"Romance,Drama",68,0.47,0.76
USR-2662,52.3,89.17,"Romance,Drama",47,0.45,0.94
USR-2663,42.84,60.52,Drama,39,0.59,0.94
USR-2664,46.05,68.98,Drama,66,0.45,0.89
USR-2665,39.93,79.25,"Romance,Drama",63,0.46,0.85
USR-2666,45.75,74.36,"Drama,Romance",65,0.46,0.81
USR-2667,47.2,77.28,"Drama,Romance",49,0.48,0.87
USR-2668,49.79,70.7,Drama,50,0.7,0.94
USR-2669,53.51,77.6,"Drama,Romance",59,0.49,0.96
USR-2670,47.75,75.09,"Romance,Drama",58,0.42,0.84
USR-2671,39.62,64.37,Drama,44,0.47,0.89
USR-2672,43.97,55.0,"Romance,Drama",73,0.46,0.98
USR-2673,49.24,75.21,"Drama,Romance",77,0.36,0.9
USR-2674,36.45,74.13,"Romance,Drama",59,0.42,0.89
USR-2675,34.06,79.51,Romance,48,0.62,0.83
USR-2676,52.87,85.0,Drama,34,0.62,0.89
USR-2677,39.05,89.12,Romance,57,0.3,0.89
USR-2678,49.74,78.65,"Drama,Romance",67,0.49,0.89
USR-2679,45.53,62.44,Drama,57,0.49,0.81
USR-2680,58.18,69.25,Romance,41,0.48,0.85
USR-2681,35.29,72.33,"Drama,Romance",62,0.4,0.95
USR-2682,56.49,81.03,Romance,52,0.42,0.83
USR-2683,39.31,74.5,"Romance,Drama",63,0.89,0.92
USR-2684,31.07,70.75,"Romance,Drama",56,0.36,0.89
USR-2685,59.19,79.05,Romance,42,0.58,0.77
USR-2686,59.24,67.03,Drama,52,0.51,0.88
USR-2687,57.35,80.99,Drama,52,0.48,1.0
USR-2688,53.12,65.7,Drama,56,0.48,0.84
USR-2689,47.96,62.1,Drama,25,0.68,0.97
USR-2690,43.31,80.46,Romance,44,0.25,0.83
USR-2691,39.25,73.41,"Romance,Drama",54,0.49,0.98
USR-2692,46.11,70.21,"Romance,Drama",67,0.75,1.0
USR-2693,30.0,75.03,Romance,55,0.47,0.98
USR-2694,47.63,81.69,"Drama,Romance",55,0.47,0.9
USR-2695,49.2,81.79,Romance,54,0.42,0.97
USR-2696,36.62,70.2,"Romance,Drama",67,0.48,0.95
USR-2697,42.41,61.0,Drama,51,0.42,0.87
USR-2698,41.63,78.38,Romance,57,0.66,0.96
USR-2699,37.18,85.26,"Drama,Romance",48,0.89,0.85
USR-2700,58.58,62.6,"Drama,Romance",43,0.43,0.86
USR-2701,43.79,73.12,"Romance,Drama",45,0.67,0.98
USR-2702,53.12,78.72,Romance,56,0.47,0.9
USR-2703,38.74,69.39,"Romance,Drama",43,0.67,1.0
USR-2704,48.95,83.96,Romance,52,0.53,0.83
USR-2705,48.49,60.23,"Drama,Romance",52,0.64,0.8
USR-2706,40.2,64.93,"Romance,Drama",56,0.37,0.98
USR-2707,46.28,65.87,"Drama,Romance",69,0.52,1.0
USR-2708,56.0,81.0,Drama,55,0.21,0.89
USR-2709,35.92,72.44,"Romance,Drama",43,0.5,0.87
USR-2710,35.41,75.49,Drama,66,0.62,0.73
USR-2711,60.89,68.09,Drama,32,0.49,0.9
USR-2712,45.35,68.93,"Drama,Romance",43,0.46,0.96
USR-2713,50.74,77.89,Romance,35,0.32,0.97
USR-2714,37.21,57.63,Drama,77,0.45,0.77
USR-2715,53.04,74.04,Romance,59,0.64,0.85
USR-2716,51.34,67.8,"Drama,Romance",38,0.28,0.8
USR-2717,37.81,77.55,"Drama,Romance",53,0.7,0.84
USR-2718,50.59,74.34,"Drama,Romance",53,0.64,0.89
USR-2719,46.62,76.61,Romance,49,0.74,0.73
USR-2720,42.09,63.12,Drama,59,0.33,0.82
USR-2721,47.46,62.4,"Drama,Romance",49,0.17,0.81
USR-2722,36.5,81.44,"Romance,Drama",58,0.38,0.87
USR-2723,50.21,69.8,"Romance,Drama",58,0.55,0.98
USR-2724,41.01,66.3,"Drama,Romance",40,0.48,0.91
USR-2725,30.0,78.12,Romance,68,0.4,0.86
USR-2726,54.42,86.45,Romance,46,0.38,0.94
USR-2727,44.08,81.97,"Romance,Drama",49,0.57,0.92
USR-2728,56.15,84.78,Romance,51,0.43,0.79
USR-2729,51.71,84.98,Drama,69,0.52,0.85
USR-2730,34.54,76.79,"Romance,Drama",41,0.45,0.72
USR-2731,40.86,90.14,Drama,45,0.53,1.0
USR-2732,48.51,70.73,Drama,36,0.42,0.82
USR-2733,59.19,69.93,Romance,72,0.37,0.93
USR-2734,37.16,86.64,"Romance,Drama",57,0.48,1.0
USR-2735,33.89,95.86,Romance,44,0.36,0.76
USR-2736,42.17,83.92,"Drama,Romance",57,0.56,0.74
USR-2737,33.53,60.53,"Romance,Drama",35,0.46,0.98
USR-2738,42.21,69.4,Drama,65,0.46,0.91
USR-2739,52.08,89.78,Romance,61,0.19,0.84
USR-2740,50.6,70.21,"Drama,Romance",70,0.45,0.9
USR-2741,40.47,74.22,Drama,69,0.82,0.77
USR-2742,31.58,71.79,"Drama,Romance",36,0.49,0.89
USR-2743,64.89,90.03,Drama,52,0.2,0.88
USR-2744,46.53,79.75,"Drama,Romance",46,0.38,0.82
USR-2745,51.83,72.7,Romance,27,0.33,0.75
USR-2746,48.53,69.34,Drama,48,0.44,0.88
USR-2747,43.34,64.77,Drama,50,0.28,0.96
USR-2748,47.08,66.56,"Romance,Drama",50,0.43,0.9
USR-2749,43.7,73.57,"Romance,Drama",32,0.48,0.91
USR-2750,54.25,55.0,"Drama,Romance",41,0.69,0.98
USR-2751,49.43,79.68,"Romance,Drama",73,0.64,0.64
USR-2752,57.84,81.15,"Drama,Romance",79,0.72,0.94
USR-2753,48.29,93.88,"Drama,Romance",36,0.45,0.91
USR-2754,46.56,62.78,"Romance,Drama",35,0.59,0.77
USR-2755,43.77,91.5,Drama,34,0.43,0.86
USR-2756,42.27,74.49,"Drama,Romance",60,0.48,0.96
USR-2757,48.91,72.54,"Drama,Romance",55,0.68,0.83
USR-2758,49.84,76.61,Drama,55,0.49,1.0
USR-2759,49.22,64.27,Romance,53,0.53,0.84
USR-2760,43.46,74.86,Romance,57,0.15,0.87
USR-2761,47.11,65.34,Drama,41,0.46,0.85
USR-2762,48.11,69.02,"Romance,Drama",47,0.4,0.96
USR-2763,45.46,66.35,"Romance,Drama",46,0.4,0.84
USR-2764,41.54,62.48,Drama,41,0.6,0.95
USR-2765,43.32,77.14,"Romance,Drama",50,0.47,0.98
USR-2766,55.71,71.46,"Drama,Romance",47,0.67,0.95
USR-2767,38.93,66.46,Romance,58,0.3,0.96
USR-2768,42.0,72.65,Romance,38,0.4,0.88
USR-2769,39.47,73.81,"Drama,Romance",46,0.59,0.98
USR-2770,48.11,80.2,Romance,62,0.48,0.93
USR-2771,56.48,76.97,"Romance,Drama",38,0.37,0.81
USR-2772,40.53,69.66,Romance,57,0.34,0.95
USR-2773,51.3,61.8,"Romance,Drama",55,0.57,0.88
USR-2774,49.93,70.98,"Romance,Drama",58,0.36,0.8
USR-2775,47.64,71.58,Drama,43,0.42,0.76
USR-2776,50.12,73.26,Drama,34,0.49,0.87
USR-2777,57.65,59.48,"Drama,Romance",45,0.5,0.88
USR-2778,42.05,64.79,"Romance,Drama",51,0.56,0.89
USR-2779,44.96,85.38,Romance,55,0.34,0.82
USR-2780,42.23,64.59,"Drama,Romance",52,0.76,0.69
USR-2781,47.86,74.38,Romance,63,0.44,0.68
USR-2782,50.95,63.95,"Drama,Romance",42,0.55,0.93
USR-2783,53.99,79.45,"Romance,Drama",45,0.83,0.82
USR-2784,53.7,81.59,Romance,58,0.5,0.82
USR-2785,55.82,63.46,"Romance,Drama",20,0.31,0.82
USR-2786,48.19,76.6,"Romance,Drama",52,0.66,0.94
